Meta data
Physical channel;Start Time;Sample Interval;Sample Count
Channel 0 (Dev2/0);0,00003275;0,00000001;2402

Data
Channel 0 (Dev2/0)
0,0444998237135863
0,0774564122612631
0,105469512526788
0,117004318518475
0,115356489091091
0,11041300080894
0,103821683099404
0,0972303653898691
0,0906390476803338
0,0873433888255661
0,0823999005434146
0,0758085828338792
0,0708650945517277
0,0659216062695762
0,057682459132657
0,0527389708505055
0,0444998237135863
0,0362606765766671
0,0313171882945155
0,0247258705849802
0,0181345528754448
0,0115432351659094
0,00495191745637409
0,00165625860160641
-0,00493505910792895
-0,00987854739008047
-0,014822035672232
-0,0214133533817674
-0,0263568416639189
-0,0313003299460704
-0,0378916476556058
-0,0428351359377573
-0,0477786242199088
-0,0543699419294442
-0,0609612596389795
-0,0642569184937472
-0,0692004067758987
-0,0757917244854341
-0,0790873833402018
-0,0823830421949694
-0,087326530477121
-0,0906221893318886
-0,0922700187592725
-0,0939178481866563
-0,0955656776140402
-0,0939178481866563
-0,087326530477121
-0,0757917244854341
-0,0510742830746765
-0,00493505910792895
0,0444998237135863
0,0774564122612631
0,105469512526788
0,117004318518475
0,115356489091091
0,11041300080894
0,103821683099404
0,0972303653898691
0,0906390476803338
0,0873433888255661
0,0823999005434146
0,0758085828338792
0,0708650945517277
0,0642737768421923
0,057682459132657
0,0527389708505055
0,0444998237135863
0,0362606765766671
0,0313171882945155
0,0247258705849802
0,0181345528754448
0,0115432351659094
0,00495191745637409
0,00165625860160641
-0,00493505910792895
-0,00987854739008047
-0,014822035672232
-0,0214133533817674
-0,0263568416639189
-0,0313003299460704
-0,0378916476556058
-0,0428351359377573
-0,0477786242199088
-0,0543699419294442
-0,0609612596389795
-0,0642569184937472
-0,0692004067758987
-0,0741438950580502
-0,0790873833402018
-0,0840308716223533
-0,087326530477121
-0,0906221893318886
-0,0939178481866563
-0,0939178481866563
-0,0955656776140402
-0,0939178481866563
-0,087326530477121
-0,0757917244854341
-0,0510742830746765
-0,00493505910792895
0,0444998237135863
0,0774564122612631
0,105469512526788
0,117004318518475
0,115356489091091
0,11041300080894
0,103821683099404
0,0972303653898691
0,0906390476803338
0,0873433888255661
0,0823999005434146
0,0758085828338792
0,0708650945517277
0,0659216062695762
0,057682459132657
0,0527389708505055
0,0444998237135863
0,0362606765766671
0,0313171882945155
0,0247258705849802
0,0181345528754448
0,0115432351659094
0,00659974688375793
0,00165625860160641
-0,00493505910792895
-0,00987854739008047
-0,014822035672232
-0,0214133533817674
-0,0263568416639189
-0,0313003299460704
-0,0378916476556058
-0,0428351359377573
-0,0494264536472926
-0,0543699419294442
-0,0593134302115957
-0,0642569184937472
-0,0708482362032826
-0,0741438950580502
-0,0790873833402018
-0,0823830421949694
-0,087326530477121
-0,0906221893318886
-0,0939178481866563
-0,0939178481866563
-0,0955656776140402
-0,0939178481866563
-0,087326530477121
-0,0757917244854341
-0,0510742830746765
-0,00493505910792895
0,0444998237135863
0,0774564122612631
0,103821683099404
0,117004318518475
0,115356489091091
0,11041300080894
0,103821683099404
0,0972303653898691
0,0906390476803338
0,0873433888255661
0,0807520711160307
0,0758085828338792
0,0708650945517277
0,0659216062695762
0,057682459132657
0,0527389708505055
0,0444998237135863
0,0362606765766671
0,0313171882945155
0,0247258705849802
0,0181345528754448
0,0115432351659094
0,00495191745637409
0,00165625860160641
-0,00493505910792895
-0,00987854739008047
-0,014822035672232
-0,0197655239543835
-0,0263568416639189
-0,0313003299460704
-0,0378916476556058
-0,0428351359377573
-0,0477786242199088
-0,0543699419294442
-0,0609612596389795
-0,0642569184937472
-0,0692004067758987
-0,0741438950580502
-0,0790873833402018
-0,0840308716223533
-0,087326530477121
-0,0906221893318886
-0,0922700187592725
-0,0955656776140402
-0,0955656776140402
-0,0939178481866563
-0,087326530477121
-0,0757917244854341
-0,0510742830746765
-0,00493505910792895
0,0428519942862024
0,0774564122612631
0,105469512526788
0,117004318518475
0,115356489091091
0,11041300080894
0,103821683099404
0,0972303653898691
0,0906390476803338
0,0873433888255661
0,0807520711160307
0,0758085828338792
0,0708650945517277
0,0642737768421923
0,057682459132657
0,0510911414231216
0,0444998237135863
0,0379085060040509
0,0313171882945155
0,0247258705849802
0,0181345528754448
0,0115432351659094
0,00495191745637409
0,00165625860160641
-0,00493505910792895
-0,00987854739008047
-0,014822035672232
-0,0214133533817674
-0,0263568416639189
-0,0313003299460704
-0,0378916476556058
-0,0428351359377573
-0,0477786242199088
-0,0543699419294442
-0,0593134302115957
-0,0642569184937472
-0,0692004067758987
-0,0741438950580502
-0,0774395539128179
-0,0823830421949694
-0,087326530477121
-0,0906221893318886
-0,0922700187592725
-0,0939178481866563
-0,0955656776140402
-0,0939178481866563
-0,087326530477121
-0,0757917244854341
-0,0510742830746765
-0,00493505910792895
0,0428519942862024
0,0774564122612631
0,103821683099404
0,117004318518475
0,115356489091091
0,11041300080894
0,103821683099404
0,0955825359624853
0,0906390476803338
0,0873433888255661
0,0823999005434146
0,0758085828338792
0,0708650945517277
0,0642737768421923
0,057682459132657
0,0527389708505055
0,0444998237135863
0,0362606765766671
0,0313171882945155
0,0247258705849802
0,0181345528754448
0,0115432351659094
0,00495191745637409
0,00165625860160641
-0,00493505910792895
-0,00987854739008047
-0,014822035672232
-0,0214133533817674
-0,0263568416639189
-0,0313003299460704
-0,0378916476556058
-0,0428351359377573
-0,0477786242199088
-0,0543699419294442
-0,0609612596389795
-0,0642569184937472
-0,0692004067758987
-0,0741438950580502
-0,0790873833402018
-0,0823830421949694
-0,087326530477121
-0,0906221893318886
-0,0922700187592725
-0,0939178481866563
-0,0955656776140402
-0,0939178481866563
-0,087326530477121
-0,0757917244854341
-0,0510742830746765
-0,00493505910792895
0,0444998237135863
0,0774564122612631
0,103821683099404
0,117004318518475
0,115356489091091
0,11041300080894
0,103821683099404
0,0972303653898691
0,0906390476803338
0,0873433888255661
0,0823999005434146
0,0758085828338792
0,0708650945517277
0,0642737768421923
0,057682459132657
0,0510911414231216
0,0444998237135863
0,0362606765766671
0,0313171882945155
0,0247258705849802
0,0181345528754448
0,0115432351659094
0,00659974688375793
0,0000084291742225677
-0,00493505910792895
-0,00987854739008047
-0,014822035672232
-0,0197655239543835
-0,0263568416639189
-0,0313003299460704
-0,0378916476556058
-0,0428351359377573
-0,0477786242199088
-0,0543699419294442
-0,0593134302115957
-0,0642569184937472
-0,0692004067758987
-0,0741438950580502
-0,0790873833402018
-0,0840308716223533
-0,087326530477121
-0,0906221893318886
-0,0922700187592725
-0,0939178481866563
-0,0955656776140402
-0,0939178481866563
-0,087326530477121
-0,0757917244854341
-0,0510742830746765
-0,00493505910792895
0,0444998237135863
0,0774564122612631
0,103821683099404
0,117004318518475
0,115356489091091
0,11041300080894
0,103821683099404
0,0955825359624853
0,0906390476803338
0,0873433888255661
0,0823999005434146
0,0758085828338792
0,0708650945517277
0,0642737768421923
0,057682459132657
0,0510911414231216
0,0444998237135863
0,0362606765766671
0,0313171882945155
0,0247258705849802
0,016486723448061
0,0115432351659094
0,00495191745637409
0,00165625860160641
-0,00493505910792895
-0,00987854739008047
-0,014822035672232
-0,0214133533817674
-0,0263568416639189
-0,0313003299460704
-0,0378916476556058
-0,0428351359377573
-0,0477786242199088
-0,0543699419294442
-0,0609612596389795
-0,0642569184937472
-0,0692004067758987
-0,0741438950580502
-0,0790873833402018
-0,0823830421949694
-0,087326530477121
-0,0889743599045048
-0,0922700187592725
-0,0955656776140402
-0,0955656776140402
-0,0939178481866563
-0,087326530477121
-0,0757917244854341
-0,0510742830746765
-0,00493505910792895
0,0444998237135863
0,0774564122612631
0,103821683099404
0,117004318518475
0,115356489091091
0,11041300080894
0,103821683099404
0,0972303653898691
0,0906390476803338
0,0873433888255661
0,0823999005434146
0,0758085828338792
0,0708650945517277
0,0642737768421923
0,057682459132657
0,0510911414231216
0,0444998237135863
0,0362606765766671
0,0313171882945155
0,0247258705849802
0,0181345528754448
0,0115432351659094
0,00495191745637409
0,00165625860160641
-0,00493505910792895
-0,00987854739008047
-0,014822035672232
-0,0214133533817674
-0,0263568416639189
-0,0313003299460704
-0,0378916476556058
-0,0428351359377573
-0,0477786242199088
-0,0543699419294442
-0,0593134302115957
-0,0642569184937472
-0,0692004067758987
-0,0741438950580502
-0,0790873833402018
-0,0823830421949694
-0,087326530477121
-0,0906221893318886
-0,0922700187592725
-0,0939178481866563
-0,0955656776140402
-0,0939178481866563
-0,087326530477121
-0,0757917244854341
-0,0510742830746765
-0,00493505910792895
0,0444998237135863
0,0774564122612631
0,103821683099404
0,117004318518475
0,115356489091091
0,11041300080894
0,103821683099404
0,0972303653898691
0,0906390476803338
0,0873433888255661
0,0823999005434146
0,0758085828338792
0,0708650945517277
0,0659216062695762
0,057682459132657
0,0527389708505055
0,0444998237135863
0,0362606765766671
0,0313171882945155
0,0247258705849802
0,0181345528754448
0,0115432351659094
0,00659974688375793
0,00165625860160641
-0,00493505910792895
-0,00987854739008047
-0,014822035672232
-0,0197655239543835
-0,0263568416639189
-0,0313003299460704
-0,0378916476556058
-0,0428351359377573
-0,0477786242199088
-0,0543699419294442
-0,0593134302115957
-0,0642569184937472
-0,0692004067758987
-0,0741438950580502
-0,0774395539128179
-0,0823830421949694
-0,087326530477121
-0,0889743599045048
-0,0922700187592725
-0,0939178481866563
-0,0955656776140402
-0,0939178481866563
-0,0889743599045048
-0,0757917244854341
-0,0510742830746765
-0,00493505910792895
0,0444998237135863
0,0774564122612631
0,103821683099404
0,117004318518475
0,115356489091091
0,11041300080894
0,102173853672021
0,0955825359624853
0,0906390476803338
0,0873433888255661
0,0807520711160307
0,0758085828338792
0,0708650945517277
0,0642737768421923
0,057682459132657
0,0510911414231216
0,0444998237135863
0,0362606765766671
0,0313171882945155
0,0247258705849802
0,0181345528754448
0,0115432351659094
0,00659974688375793
0,00165625860160641
-0,00493505910792895
-0,00987854739008047
-0,014822035672232
-0,0197655239543835
-0,0263568416639189
-0,0313003299460704
-0,0378916476556058
-0,0428351359377573
-0,0477786242199088
-0,0543699419294442
-0,0593134302115957
-0,0642569184937472
-0,0692004067758987
-0,0741438950580502
-0,0790873833402018
-0,0823830421949694
-0,087326530477121
-0,0889743599045048
-0,0922700187592725
-0,0939178481866563
-0,0955656776140402
-0,0939178481866563
-0,087326530477121
-0,0757917244854341
-0,0494264536472926
-0,00493505910792895
0,0444998237135863
0,0774564122612631
0,103821683099404
0,117004318518475
0,115356489091091
0,11041300080894
0,103821683099404
0,0955825359624853
0,0906390476803338
0,0856955593981823
0,0823999005434146
0,0758085828338792
0,0708650945517277
0,0642737768421923
0,057682459132657
0,0510911414231216
0,0428519942862024
0,0379085060040509
0,0313171882945155
0,0247258705849802
0,0181345528754448
0,0115432351659094
0,00495191745637409
0,00165625860160641
-0,00493505910792895
-0,00987854739008047
-0,014822035672232
-0,0214133533817674
-0,0263568416639189
-0,0313003299460704
-0,0378916476556058
-0,0411873065103734
-0,0477786242199088
-0,0543699419294442
-0,0593134302115957
-0,0642569184937472
-0,0692004067758987
-0,0741438950580502
-0,0790873833402018
-0,0823830421949694
-0,0856787010497371
-0,0889743599045048
-0,0922700187592725
-0,0939178481866563
-0,0955656776140402
-0,0939178481866563
-0,087326530477121
-0,0741438950580502
-0,0494264536472926
-0,00493505910792895
0,0444998237135863
0,0774564122612631
0,103821683099404
0,117004318518475
0,115356489091091
0,11041300080894
0,102173853672021
0,0955825359624853
0,0906390476803338
0,0873433888255661
0,0823999005434146
0,0758085828338792
0,0708650945517277
0,0642737768421923
0,057682459132657
0,0510911414231216
0,0428519942862024
0,0379085060040509
0,0313171882945155
0,0247258705849802
0,0181345528754448
0,0115432351659094
0,00495191745637409
0,00165625860160641
-0,00493505910792895
-0,00987854739008047
-0,014822035672232
-0,0214133533817674
-0,024709012236535
-0,0313003299460704
-0,0362438182282219
-0,0428351359377573
-0,0477786242199088
-0,0543699419294442
-0,0593134302115957
-0,0642569184937472
-0,0692004067758987
-0,0741438950580502
-0,0790873833402018
-0,0823830421949694
-0,087326530477121
-0,0889743599045048
-0,0922700187592725
-0,0939178481866563
-0,0955656776140402
-0,0939178481866563
-0,087326530477121
-0,0757917244854341
-0,0494264536472926
-0,00493505910792895
0,0444998237135863
0,0774564122612631
0,103821683099404
0,117004318518475
0,115356489091091
0,11041300080894
0,103821683099404
0,0955825359624853
0,0906390476803338
0,0856955593981823
0,0807520711160307
0,0758085828338792
0,0708650945517277
0,0642737768421923
0,057682459132657
0,0510911414231216
0,0428519942862024
0,0362606765766671
0,0313171882945155
0,0230780411575963
0,0181345528754448
0,0115432351659094
0,00495191745637409
0,0000084291742225677
-0,00493505910792895
-0,00987854739008047
-0,014822035672232
-0,0214133533817674
-0,0263568416639189
-0,0313003299460704
-0,0378916476556058
-0,0428351359377573
-0,0477786242199088
-0,0543699419294442
-0,0593134302115957
-0,0642569184937472
-0,0692004067758987
-0,0741438950580502
-0,0790873833402018
-0,0823830421949694
-0,0856787010497371
-0,0889743599045048
-0,0922700187592725
-0,0939178481866563
-0,0955656776140402
-0,0922700187592725
-0,087326530477121
-0,0757917244854341
-0,0510742830746765
-0,00493505910792895
0,0444998237135863
0,0774564122612631
0,103821683099404
0,117004318518475
0,115356489091091
0,11041300080894
0,102173853672021
0,0972303653898691
0,0906390476803338
0,0873433888255661
0,0823999005434146
0,0758085828338792
0,0692172651243439
0,0642737768421923
0,057682459132657
0,0510911414231216
0,0444998237135863
0,0362606765766671
0,0313171882945155
0,0247258705849802
0,016486723448061
0,0115432351659094
0,00495191745637409
0,00165625860160641
-0,00493505910792895
-0,00987854739008047
-0,014822035672232
-0,0197655239543835
-0,0263568416639189
-0,0313003299460704
-0,0378916476556058
-0,0428351359377573
-0,0477786242199088
-0,0543699419294442
-0,0609612596389795
-0,0642569184937472
-0,0692004067758987
-0,0741438950580502
-0,0774395539128179
-0,0823830421949694
-0,087326530477121
-0,0889743599045048
-0,0906221893318886
-0,0939178481866563
-0,0955656776140402
-0,0939178481866563
-0,087326530477121
-0,0757917244854341
-0,0494264536472926
-0,00493505910792895
0,0444998237135863
0,0774564122612631
0,105469512526788
0,117004318518475
0,115356489091091
0,11041300080894
0,102173853672021
0,0972303653898691
0,0906390476803338
0,0873433888255661
0,0807520711160307
0,0758085828338792
0,0708650945517277
0,0642737768421923
0,057682459132657
0,0510911414231216
0,0428519942862024
0,0362606765766671
0,0313171882945155
0,0230780411575963
0,0181345528754448
0,0115432351659094
0,00495191745637409
0,0000084291742225677
-0,00493505910792895
-0,0115263768174643
-0,014822035672232
-0,0214133533817674
-0,024709012236535
-0,0313003299460704
-0,0378916476556058
-0,0428351359377573
-0,0477786242199088
-0,0543699419294442
-0,0593134302115957
-0,0642569184937472
-0,0692004067758987
-0,0741438950580502
-0,0790873833402018
-0,0823830421949694
-0,087326530477121
-0,0889743599045048
-0,0922700187592725
-0,0939178481866563
-0,0955656776140402
-0,0922700187592725
-0,087326530477121
-0,0741438950580502
-0,0510742830746765
-0,00493505910792895
0,0444998237135863
0,0774564122612631
0,103821683099404
0,117004318518475
0,115356489091091
0,11041300080894
0,102173853672021
0,0955825359624853
0,0906390476803338
0,0873433888255661
0,0807520711160307
0,0758085828338792
0,0708650945517277
0,0642737768421923
0,057682459132657
0,0510911414231216
0,0444998237135863
0,0362606765766671
0,0296693588671317
0,0247258705849802
0,0181345528754448
0,0115432351659094
0,00495191745637409
0,00165625860160641
-0,00493505910792895
-0,00987854739008047
-0,014822035672232
-0,0214133533817674
-0,024709012236535
-0,0313003299460704
-0,0378916476556058
-0,0428351359377573
-0,0477786242199088
-0,0543699419294442
-0,0593134302115957
-0,0642569184937472
-0,0692004067758987
-0,0741438950580502
-0,0774395539128179
-0,0823830421949694
-0,0856787010497371
-0,0889743599045048
-0,0922700187592725
-0,0939178481866563
-0,0939178481866563
-0,0922700187592725
-0,087326530477121
-0,0757917244854341
-0,0494264536472926
-0,00493505910792895
0,0444998237135863
0,0774564122612631
0,105469512526788
0,117004318518475
0,115356489091091
0,11041300080894
0,102173853672021
0,0972303653898691
0,0906390476803338
0,0856955593981823
0,0807520711160307
0,0758085828338792
0,0708650945517277
0,0642737768421923
0,057682459132657
0,0510911414231216
0,0444998237135863
0,0362606765766671
0,0313171882945155
0,0247258705849802
0,0181345528754448
0,0115432351659094
0,00495191745637409
0,00165625860160641
-0,00493505910792895
-0,0115263768174643
-0,014822035672232
-0,0214133533817674
-0,0263568416639189
-0,0313003299460704
-0,0378916476556058
-0,0428351359377573
-0,0477786242199088
-0,0543699419294442
-0,0593134302115957
-0,0642569184937472
-0,0692004067758987
-0,0741438950580502
-0,0790873833402018
-0,0823830421949694
-0,0856787010497371
-0,0906221893318886
-0,0922700187592725
-0,0939178481866563
-0,0955656776140402
-0,0922700187592725
-0,087326530477121
-0,0741438950580502
-0,0494264536472926
-0,00493505910792895
0,0444998237135863
0,0774564122612631
0,103821683099404
0,117004318518475
0,115356489091091
0,11041300080894
0,102173853672021
0,0955825359624853
0,0906390476803338
0,0873433888255661
0,0807520711160307
0,0758085828338792
0,0708650945517277
0,0642737768421923
0,057682459132657
0,0510911414231216
0,0428519942862024
0,0362606765766671
0,0313171882945155
0,0230780411575963
0,0181345528754448
0,0115432351659094
0,00659974688375793
0,00165625860160641
-0,00493505910792895
